id_village ;code_village;name_village;longitude;latidude;id_commune
434;2534001;SAKORODABA;-8,79200000;12,48921667;4
434;2534002;BAGAYOKO COUNCO;-8,77826667;12,34250000;4
434;2534003;BEDEYA;-8,68901667;12,49706667;4
434;2534004;GOLO;-8,81090000;12,35661667;4
434;2534005;KAMALE;-8,73248333;12,56966667;4
434;2534006;LOUKOU;-8,81913333;12,63791667;4
434;2534007;MASSAKOLOMA;-8,77571667;12,30058333;4
434;2534008;NAFADJI;-8,80846667;12,38508333;4
434;2534009;SANDAMA;-8,74071667;12,43461667;4
434;2534010;TAMBALE;-8,88020000;12,51583333;4
435;2535001;BAYABA;-8,05295000;11,76185000;5
435;2535002;DIALAKORO;-8,16146667;11,71413333;5
435;2535003;DJIGUIMBALY;-8,16995000;11,75816667;5
435;2535004;KAMANEGUELA;-8,12348333;11,71335000;5
435;2535005;MANDIELA;-8,09175000;11,69928333;5
435;2535006;MANIAGA;-8,12065000;11,74336667;5
435;2535007;NENEKO;-8,09743333;11,77493333;5
435;2535008;OUARAMANDIANA;-8,17251667;11,80298333;5
435;2535009;SIRAMANA;-8,12448333;11,77586667;5
436;2536001;TIELE;-7,56776667;12,30355000;6
436;2536002;BOBOLA;-7,38170000;12,22220000;6
436;2536003;BOUGOULA;-7,43013333;12,21563333;6
436;2536004;DARATOMO;-7,61293333;12,17451667;6
436;2536005;DEGUE;-7,40053333;12,31331667;6
436;2536006;DIALAKORO;-7,43450000;12,25393333;6
436;2536007;DIENA I;-7,62220000;12,31532000;6
436;2536008;DIENA II;-7,64790000;12,21230000;6
436;2536009;GOUANI;-7,57365000;12,27438333;6
436;2536010;KOLIMBA;-7,65655000;12,35295000;6
436;2536011;KOMBO;-7,61551667;12,30461667;6
436;2536012;KONATELLA;-7,90129000;12,99921000;6
436;2536013;SICORO;-7,64670000;12,26243333;6
437;2537001;YELEKEBOUGOU;-8,04015000;12,97525000;7
437;2537002;BAMBALA (M'BAMBALA);-8,01726667;13,05275000;7
437;2537003;FABOUGOULA;-8,06930000;12,95793333;7
437;2537004;FANSIRACOURA;-8,09481667;12,97248333;7
437;2537005;FANSIRAKORO;-8,09211667;12,96743333;7
437;2537006;FIAH;-7,96146667;12,92185000;7
437;2537007;GUILY;-8,05105000;13,02375000;7
437;2537008;KOBA;-8,11326667;13,01363333;7
437;2537010;KOULOUNIKORO;-7,91921667;12,96600000;7
437;2537011;MARY;-8,05915000;12,72593000;7
437;2537013;MORIBOUGOU COURA;-8,04431667;13,11218333;7
437;2537014;NGOLOFALA;-8,06078333;13,01183333;7
437;2537015;NIANZANA;-8,06248333;13,09080000;7
437;2537016;SIRAMASO;-8,04733333;13,00423333;7
437;2537017;SONGALOBOUGOU;-8,03995000;13,02083333;7
437;2537019;TINZENI;-7,87688333;12,98121667;7
437;2537020;N'TIEYANI;-8,11705000;12,98606667;7
501;2601001;KOLOKANI;-8,03058333;13,57556667;1
501;2601002;BANDIOUGOULA;-8,14503333;13,75758333;1
501;2601003;BELENIKO;-7,88943333;13,64473333;1
501;2601004;BOHNIDIGUE;-7,27088000;13,20488000;1
501;2601005;BOUGOUKOROLA;-8,03436667;13,61376667;1
501;2601007;DANKOROLA;-8,07756667;13,61441667;1
501;2601008;DIAKONI;-8,05761667;13,72533333;1
501;2601009;DIANDJOLA;-7,92853333;13,68075000;1
501;2601010;DONON;-7,90758333;13,80715000;1
501;2601011;DOSSEBOUGOU;-8,07715000;13,49205000;1
501;2601012;FALIBOUGOU;-7,96178333;13,66393333;1
501;2601013;GOUAKOULOU;-8,05793333;13,51600000;1
501;2601014;GOUENZANA;-7,99056667;13,52948333;1
501;2601016;KONKA;-7,91030000;13,57343333;1
501;2601017;KOROKABOUGOU;-7,99191667;13,46961667;1
501;2601018;KOULOUKORONI;-8,08205000;13,60720000;1
501;2601019;KOUMI;-7,96115000;13,51910000;1
501;2601020;M'PELLA;-8,10521667;13,65486667;1
501;2601021;METIMBOUGOU;-7,86238333;13,58290000;1
501;2601022;NEGUEBABOUGOU;-7,88298333;13,56466667;1
501;2601023;NEREKORO;-7,86986667;13,70326667;1
501;2601024;NGABACORO;-7,89113333;13,52356667;1
501;2601025;NGALAFOUGA;-8,04096667;13,65826667;1
501;2601026;NGOLOBOUGOU;-7,91088333;13,62895000;1
501;2601027;NIAMABOUGOU;-8,06335000;13,67315000;1
501;2601028;OUOLODO;-7,84655000;13,86440000;1
501;2601029;SANAMBLE;-8,12673333;13,52515000;1
501;2601030;SEBEKORO GOUENZENA;-8,08600000;13,56361667;1
501;2601031;SIDO;-8,06938333;13,53985000;1
501;2601032;SOMBA;-7,92566667;13,51048333;1
501;2601033;SOMO;-8,03963333;13,48343333;1
501;2601034;TAO TOMO;-8,01046667;13,72378333;1
501;2601035;TIECOURALA;-7,84296667;13,74571667;1
501;2601036;TIEMBOUGOU;-7,95921667;13,60221667;1
501;2601037;TIENEGUEBOUGOU;-8,07790000;13,57390000;1
501;2601038;TIETIGUILA;-7,90635000;13,46200000;1
501;2601039;TONGOYE;-7,99165000;13,65360000;1
501;2601040;TOROKOROBOUGOU-EST;-8,10213333;13,68425000;1
501;2601041;TOROKOROBOUGOU-OUEST;-8,10420000;13,68443333;1
501;2601042;TOROKORONI;-7,96085000;13,67356667;1
501;2601043;ZAMBOUGOU;-7,87158333;13,75270000;1
501;2601044;ZIRAKOROBOUGOU;-7,99990000;13,69778333;1
501;2601045;ZOROKORO;-7,97575000;13,58136667;1
502;2602001;DIDIENI;-8,08821667;13,88198333;2
502;2602002;BALLA;-8,15453333;13,90926667;2
502;2602003;BARAKOLOBOUGOU;-8,04325000;13,90323333;2
502;2602004;BASSALA;-7,87786667;13,99213333;2
502;2602005;BOUATOU;-8,12313333;14,03265000;2
502;2602007;DANFIMBOUGOU;-8,17598333;13,89853333;2
502;2602008;DIABAKEBOUGOU;-7,92568333;13,90485000;2
502;2602009;DIARABOUGOU;-8,28111667;14,01961667;2
502;2602010;DOMOSSELA;-8,24016667;13,78970000;2
502;2602011;FARABOUGOU;-7,97965000;13,84343333;2
502;2602012;FARAKO;-8,00635000;13,82115000;2
502;2602013;GUELEDO;-7,96003333;13,98891667;2
502;2602014;KAKOINA;-8,23651667;13,76761667;2
502;2602015;KASSOUMBOUGOU;-8,24480000;14,00018333;2
502;2602016;KATIOLA;-7,96051667;13,79501667;2
502;2602017;KINIBOUGOU;-8,05858333;13,94646667;2
502;2602018;KONDJOBOUGOU;-8,15493333;13,81718333;2
502;2602019;KORONINDO;-8,33133333;14,00465000;2
502;2602020;MERKOYA;-8,19916667;13,92111667;2
502;2602021;MINTINBOUGOU;-8,07481667;13,97275000;2
502;2602022;MONZONA;-8,06650000;13,79501667;2
502;2602023;N'GONIKORO;-8,06885000;13,86958333;2
502;2602024;NDOTAN;-8,16611667;13,86848333;2
502;2602025;NGANTLEBOUGOU;-8,12365000;13,81573333;2
502;2602026;NTIGAN;-8,36196000;13,51611000;2
502;2602027;OUOLOKORO;-8,05715000;13,82790000;2
502;2602028;SALAMOU;-7,81565000;13,98768333;2
502;2602030;SANANKORO;-7,95023333;13,88451667;2
502;2602031;SERIBOUGOU;-8,00158333;13,83273333;2
502;2602032;SIELLE;-7,88811667;13,96111667;2
502;2602033;SINGUERENA;-8,13551667;13,85146667;2
502;2602034;SONKENIE;-7,92723333;13,86960000;2
502;2602035;SOLLA;-8,13960000;13,93343333;2
502;2602037;TIECOURALA;-8,00581667;13,93393333;2
502;2602038;TIENEGUEBOUGOU;-8,05531667;13,93220000;2
502;2602039;TLOKORO;-7,91403333;13,98510000;2
502;2602040;TORODOFOLO;-7,97585000;13,79103333;2
502;2602041;ZANKEBOUGOU;-7,93153333;13,95568333;2
502;2602042;DOUBANIA;-7,99353333;13,85355000;2
503;2603001;GUIHOYO;-8,24501667;13,50285000;3
503;2603002;BOUANIDIE;-8,28825000;13,41150000;3
503;2603003;DJINIDIEBOUGOU;-8,28996667;13,50453333;3
503;2603004;DOKALABOUGOU;-8,24100000;13,26101667;3
503;2603005;FANTAMBOUGOU;-8,23699000;13,45199000;3
503;2603006;FASSA;-7,24065000;13,42978333;3
503;2603007;FLABOUGOU;-8,05031667;13,27456667;3
503;2603008;FONDOBOUGOU;-8,29680000;13,51911667;3
503;2603009;GOUMENE;-8,38040000;13,57810000;3
503;2603010;KENEKOLO;-8,33003333;13,59471667;3
503;2603011;KONONI SIRAKORO;-8,16700000;13,27903333;3
503;2603012;KOSSOUMALE FASSA;-8,17836667;13,47093333;3
503;2603013;NEGUEBOUGOU;-8,16071667;13,44580000;3
503;2603014;NIOKHONA;-8,23448333;13,26563333;3
503;2603015;OUARABOUGOU;-8,27276667;13,46795000;3
503;2603016;OUEGNAN;-8,10088333;13,31590000;3
503;2603017;SIKORONI NIOKHO;-8,23873333;13,33230000;3
503;2603018;SIRABABOUGOU;-8,16535000;13,32098333;3
503;2603019;SIRANIDJI;-8,19511000;13,65161000;3
503;2603020;TIAMBOUGOU;-8,19936667;13,33871667;3
503;2603021;TIEMABOUGOU;-8,21968333;13,31060000;3
503;2603022;TIENEMBA;-8,18505000;13,19931667;3
503;2603023;TRAKENIE;-8,20221667;13,52945000;3
503;2603024;YEGUETTERE NTIO;-8,18418333;13,42450000;3
504;2604001;MASSANTOLA;-7,80590000;13,49175000;4
504;2604002;BANAN;-7,82656667;13,82396667;4
504;2604003;BANANKORO;-7,73063333;13,73013333;4
504;2604004;BEN;-7,82301667;13,34688333;4
504;2604005;BOUADIANA;-7,67300000;13,46945000;4
504;2604006;BOUGOUCOURA;-7,74560000;13,35871667;4
504;2604007;DANKOROFOUGAN;-7,77168333;13,42696667;4
504;2604008;DIEMENICOURA;-7,78341667;13,62621667;4
504;2604009;DJINIFINA;-7,70258333;13,78995000;4
504;2604010;DOSSOROLA;-7,73798333;13,43843333;4
504;2604011;DOTIAMBOUGOU;-7,81131667;13,53236667;4
504;2604012;FANFLEBOUGOU;-7,88150000;13,43876667;4
504;2604013;FARABOUGOU;-7,74846667;13,57510000;4
504;2604014;FOUGAN;-7,73770000;13,37300000;4
504;2604015;GOUAGNEBOUGOU;-7,71090000;13,46453333;4
504;2604016;GUELEDO;-7,78505000;13,79248333;4
504;2604017;GUEMOU;-7,79888333;13,77585000;4
504;2604018;KALIFABOUGOU;-7,76383333;13,79041667;4
504;2604019;KAOUENA;-7,77926667;13,41171667;4
504;2604020;KOFOUGAN;-7,76866667;13,38328333;4
504;2604021;KOGNOUMANI;-7,75380000;13,51650000;4
504;2604022;KOLON;-7,84391667;13,67670000;4
504;2604023;KONI;-7,69420000;13,47945000;4
504;2604024;KORIA;-7,80468333;13,60025000;4
504;2604025;MANTA;-7,80220000;13,68213333;4
504;2604026;MASSAKO;-7,74541667;13,62208333;4
504;2604027;MPESSERIBOUGOU;-7,70110000;13,58253333;4
504;2604028;N'GALABOUGOU;-7,74233333;13,85493333;4
504;2604029;N'GOHINA BAMANA;-7,74078333;13,76523333;4
504;2604030;N'GOLOBLEMBOUGO;-7,85286667;13,35703333;4
504;2604031;N'GOLOBOUGOU;-7,76300000;13,35341667;4
504;2604032;N'GOUHINA PEULH;-7,74015000;13,77366667;4
504;2604033;NEREKOROKO;-7,74178333;13,48356667;4
504;2604034;OUESSEBOUGOU;-7,68446667;13,75458333;4
504;2604035;SABOUGOU;-7,80481667;13,40251667;4
504;2604036;SANANKORONI;-7,82893333;13,45890000;4
504;2604037;SIRAKOROBA;-7,64358333;13,54963333;4
504;2604038;SIRATOMA;-7,85121667;13,50545000;4
504;2604039;SOMAMBOUGOU;-7,84121667;13,42821667;4
504;2604040;TIENIANA;-7,64270000;13,59063333;4
504;2604041;YISSIGUILA;-7,78711667;13,72671667;4
504;2604042;ZAMBOUGOU;-7,73448333;13,52051667;4
505;2605001;NONKON;-7,85823333;13,22305000;5
505;2605002;BILISSABOUGOU;-7,82636667;13,23986667;5
505;2605003;BOUGOUDIANA;-7,87298333;13,31288333;5
505;2605004;BOULOUKOUMA;-7,92211667;13,26300000;5
505;2605005;DJIRIBABOUGOU;-7,93396667;13,26560000;5
505;2605006;FINKESSIYORO;-7,96776667;13,27605000;5
505;2605007;KENA;-7,92498333;13,33481667;5
505;2605008;KORIA;-8,01028000;13,49057000;5
505;2605009;KOSSOUMALE;-7,73160000;13,20921667;5
505;2605010;MARKALA;-7,77823333;13,26171667;5
505;2605011;MESSA;-7,89886667;13,23591667;5
505;2605012;MONITIALA;-7,87468333;13,35135000;5
505;2605013;NANTOUMANA;-7,76761667;13,31813333;5
505;2605014;NGABAKORO DANSINE;-7,79135000;13,22123333;5
505;2605015;NOKALA;-7,79616667;13,23208333;5
505;2605016;OUOLODIEDO;-7,95081667;13,28616667;5
505;2605018;SIKORO NONKON;-7,89020000;13,31273333;5
505;2605019;TIENEGUEBOUGOU;-7,83001667;13,29045000;5
505;2605020;TIENKO;-7,79416667;13,16595000;5
506;2606001;NOSSOMBOUGOU;-7,93833333;13,09920000;6
506;2606002;BAFEBOUGOU;-7,84895000;13,06625000;6
506;2606003;DIARABOUGOU;-7,97996667;13,04646667;6
506;2606004;DOURAKO;-8,03751667;13,07103333;6
506;2606005;FANSIRA;-8,05238333;13,13593333;6
506;2606006;FOROKOBOUGOU;-7,99200000;13,11118333;6
506;2606007;GUESSEBOUGOU;-7,95475000;13,09263333;6
506;2606008;KABANA 3;-7,86120000;13,03531667;6
506;2606009;KENEKOLO;-7,88880000;13,13253333;6
506;2606010;KODIAN;-7,95061667;13,07323333;6
506;2606011;MINTIGUILA;-7,96070000;13,09066667;6
506;2606012;MPOLONA;-8,00731667;13,05561667;6
506;2606013;N'TIBOUGOU;-8,01228333;13,09268333;6
506;2606014;NGABAKORO KOYA;-8,04813333;13,13916667;6
506;2606015;NGOLOBOUGOU;-7,94735000;13,14783333;6
506;2606016;OUARALA;-7,99858333;13,12975000;6
506;2606017;PINTIEREBOUGOU;-7,91688333;13,07291667;6
506;2606018;SIEMON;-8,00830000;13,10353333;6
506;2606019;TAMANI SOBA;-7,83761667;13,10715000;6
506;2606020;TENEZANA;-7,98426667;13,01073333;6
506;2606021;TIENKOULA;-7,86258333;13,14481667;6
506;2606022;ZAMBOUGOU;-7,95265000;13,15376667;6
507;2607001;OUOLODO;-7,93481667;13,19741667;7
507;2607002;DABABOUGOU;-7,89876667;13,17786667;7
507;2607003;DANI;-7,90106667;13,19811667;7
507;2607004;DIEKOUMA;-7,94923333;13,23780000;7
507;2607005;DJEGUEBOUGOU;-7,98386667;13,21088333;7
507;2607007;N'TJILA;-8,01428333;13,25373333;7
507;2607008;N'TOMODO;-7,99555000;13,22236667;7
507;2607009;NGABAKORO TRESAIN;-7,99040000;13,23206667;7
507;2607010;SANADIE;-8,02090000;13,19788333;7
508;2608001;SAGABALA;-8,10120000;14,08628333;8
508;2608002;BLENKONA;-8,02938333;14,29816667;8
508;2608003;BOILA MONIOKORO;-7,76145000;14,18983333;8
508;2608004;DAMPACOURA;-8,41495000;14,16228333;8
508;2608005;DIALLAKORO;-8,31590000;14,16005000;8
508;2608006;DIBOUGOUKOURA;-8,32050000;14,25640000;8
508;2608007;DIEMENEKOURA;-8,16985000;14,14450000;8
508;2608008;DILAFA;-7,97033333;14,20748333;8
508;2608009;DOKIMBOUGOU;-8,22015000;14,10523333;8
508;2608010;DOMIMABOUGOU;-8,24540000;14,25840000;8
508;2608011;DORIBOUGOU;-8,02413333;14,26505000;8
508;2608012;DOTHIANA;-8,08130000;14,26701667;8
508;2608013;DOUBABOUGOU;-7,98290000;14,21838333;8
508;2608014;DOUBALA;-8,25176667;14,17500000;8
508;2608015;FARABANA;-7,89595000;14,29461667;8
508;2608016;KATIELA;-8,07120000;14,24193333;8
508;2608017;KOUNAKO;-7,86288333;14,18216667;8
508;2608018;KOUROUNE;-8,02650000;14,05196667;8
508;2608019;MARABOUGOU;-7,93015000;14,09576667;8
508;2608020;MARELA;-8,36691667;14,11868333;8
508;2608021;MEKE;-7,91365000;14,18978333;8
508;2608022;MOSSEGUELA;-7,94578333;14,27820000;8
508;2608023;NELOU;-8,16913333;14,24420000;8
508;2608024;NGABANIKORO;-8,21956667;14,08590000;8
508;2608025;NIAMOU;-8,04523333;14,01943333;8
508;2608026;NTJILLA;-7,90350000;14,24711667;8
508;2608027;PAMPALA;-7,93980000;14,08600000;8
508;2608028;SAGALANI;-7,88661667;14,10686667;8
508;2608029;SAMANTARA;-8,38636667;14,25081667;8
508;2608030;SANANKORO KODIA;-8,51565000;14,30225000;8
508;2608031;SEGUE D.T.;-8,03721667;14,10375000;8
508;2608032;SILLE;-8,09526667;14,14053333;8
508;2608033;SIRADO;-8,14073333;14,24980000;8
508;2608034;SIRINI;-8,07546667;14,03673333;8
508;2608035;TIEMABOUGOU;-8,32295000;14,23963333;8
509;2609001;SEBEKORO 2;-8,38013333;13,69361667;9
509;2609002;BELEKO;-8,37485000;13,74206667;9
509;2609003;BORO;-8,11167000;13,62406000;9
509;2609004;DIABABOUGOU;-8,28166667;13,74073333;9
509;2609005;DONGO DJIDOUMA;-8,45470000;13,62553333;9
509;2609006;FABOUGOU;-8,21821667;13,65373333;9
509;2609007;FALLAKAN;-8,16735000;13,59051000;9
509;2609008;FEGNELE;-8,26976667;13,61165000;9
509;2609009;KINDO;-8,15166667;13,63651667;9
509;2609010;KONOKOULOU;-8,36901667;13,70418333;9
509;2609011;KOROLA;-8,22465000;13,63156667;9
509;2609012;KOSSOUMALE SERIOUALA;-8,15786667;13,51526667;9
509;2609013;KOUNDOGO;-8,01983000;13,39584000;9
509;2609014;MENIMBOUGOU;-8,29565000;13,74871667;9
509;2609015;MISSIRA;-8,44251667;13,71120000;9
509;2609016;NERECORODJI;-8,21978333;13,57501667;9
509;2609017;NIAMABICONI;-8,35531667;13,65291667;9
509;2609018;OUAGANO;-8,32216667;13,67866667;9
509;2609019;OUANI BAMBARA;-8,31833333;13,68065000;9
509;2609020;SEBEKORO 3;-8,36326667;13,75098333;9
509;2609021;SERIMALA;-8,15561667;13,60150000;9
509;2609022;SIKORO;-8,36836667;13,69576667;9
509;2609023;SIKORONI;-8,39280000;13,62040000;9
509;2609024;TIAFINA EST;-8,21083333;13,70118333;9
509;2609025;TIAFINA OUEST;-8,21823333;13,70715000;9
509;2609026;TIOKOMBOUGOU EST;-8,41606667;13,67365000;9
509;2609027;TIOKOMBOUGOU OUEST;-8,42128333;13,67518333;9
509;2609028;TLELADJI;-8,25955000;13,57186667;9
509;2609029;TOUGNOUGOULA;-8,19355000;13,54358333;9
509;2609030;TOUZONA;-8,17613333;13,74120000;9
509;2609031;YARANGABOUGOU;-8,24231667;13,63801667;9
510;2610001;TIORIBOUGOU;-7,99186667;13,38166667;0
510;2610002;BAMABOUGOU;-8,02108333;13,45340000;0
510;2610003;DASSOMBOUGOU;-7,98988333;13,41978333;0
510;2610004;DIALLAN;-8,07135000;13,42135000;0
510;2610005;DIAMANDI;-7,89878333;13,39610000;0
510;2610006;DORIBOUGOU;-7,95513333;13,35278333;0
510;2610007;KANEGUEBOUGOU;-7,94776000;13,36102000;0
510;2610008;NIARA;-7,91098333;13,40811667;0
510;2610009;NTIOBOUGOU;-8,06760000;13,47826667;0
510;2610010;SIRADO;-8,01438333;13,38218333;0
510;2610011;SIRAKORO;-7,94235000;13,40446667;0
510;2610012;SONIKORO;-8,17972900;14,99386000;0
510;2610013;SOMINEBOUGOU;-8,02575000;13,29968333;0
510;2610014;YEKETERE DIALLA;-8,20555000;13,38743333;0
601;2701001;BERGUENARE;-7,34880000;15,19906667;1
601;2701002;BERZAK;-7,24950000;15,11998333;1
601;2701003;DAYE;-7,25535000;15,35650000;1
601;2701004;DIEWAYE;-6,94495000;14,95393333;1
601;2701006;GUIRDE;-7,35048333;15,23540000;1
601;2701007;KABIDA BAMBARA;-7,23643333;15,20068333;1
601;2701008;KABIDA SONINKE;-7,23133333;15,18955000;1
601;2701009;KEIBANE MAURE;-7,26640000;15,25103333;1
601;2701010;KEIBANE SONINKE;-7,26820000;15,24676667;1
601;2701011;KER EL GAGNY;-7,16305000;15,04073333;1
601;2701012;LAMBASSITE;-5,47814000;11,53253000;1
601;2701013;MABROUK;-7,31490000;15,23936667;1
601;2701014;MEDINA KOURA;-7,09390000;15,07481667;1
601;2701015;NARA;-7,28586667;15,16895000;1
601;2701016;TENDIE;-7,16088333;15,06300000;1
601;2701017;TOUMOUDRANE;-7,26178333;15,20793333;1
601;2701018;TOUROU DAYE;-7,27493333;15,45041667;1
602;2702001;ALLAHINA;-8,74006667;15,22676667;2
602;2702002;BANDIOUGOUBOUGOU;-8,70755000;15,20938333;2
602;2702003;DIORONE;-8,73078333;15,07073333;2
602;2702004;DJIGUIBOUGOU;-8,73601667;15,25331667;2
602;2702005;DROUNKATE;-8,71826667;15,23796667;2
602;2702006;GONDARE;-8,73580000;14,97385000;2
602;2702007;GUIMBATTI;-8,65478333;15,24198333;2
602;2702008;KEROUANE;-8,72933333;15,16980000;2
603;2703001;BOULAL;-8,42845000;15,08076667;3
603;2703003;BAGOINI;-8,63235000;15,17326667;3
603;2703004;DIADIEBOUGOU;-8,43451667;14,84276667;3
603;2703005;DOICHEBOUGOU;-7,69077000;14,97666000;3
603;2703006;FOFARA;-8,34218333;14,99923333;3
603;2703007;GNIGNA DIAWARA;-8,44178333;14,89401667;3
603;2703008;OUAOUROU;-8,39261667;14,82790000;3
603;2703009;SEKELO;-8,58821667;15,10003333;3
603;2703010;TIEFINGBOUGOU;-8,20426667;15,03088333;3
604;2704001;DALLY;-8,00501667;15,11353333;4
604;2704002;ALLASSO;-8,02515000;14,92343333;4
604;2704003;BAKABAKA;-7,72561667;15,15300000;4
604;2704004;BALAL;-7,75353333;15,35146667;4
604;2704006;BOULOL;-7,71868333;15,19078333;4
604;2704007;BOUTIKA;-8,09331667;14,91075000;4
604;2704008;CHEDAN TAMBA;-7,84761667;15,24660000;4
604;2704009;DEMBA DIAWARA;-7,71725000;14,91810000;4
604;2704012;DEMBA DIGUILA WODEBE;-7,71663333;14,92351667;4
604;2704014;DEMBA TARIKITA;-7,72581667;14,91183333;4
604;2704015;DEMBA TARKI FATA;-7,70375000;14,91538333;4
604;2704016;DEMBA TARKITARA BOUKARI;-7,72566667;14,91373333;4
604;2704017;DEMBAKOBE EL SOULEY;-7,75815000;14,93541667;4
604;2704018;DIEBOUA;-7,62851667;14,87308333;4
604;2704019;DILLY;-7,66688333;14,99703333;4
604;2704020;DINAH COURA;-7,85858333;14,89691667;4
604;2704021;DJINGODJI;-8,17606667;15,02393333;4
604;2704022;DOURABOUGOU;-7,97423333;15,21896667;4
604;2704023;FOGOTY;-7,60840000;14,99448333;4
604;2704025;FOLONY;-7,82973333;14,93230000;4
604;2704026;GUEMOUNE;-8,02956667;15,21640000;4
604;2704027;IDA HAMDALLAYE;-7,74255000;15,07041667;4
604;2704028;KAMATINGUE BAMBARA;-7,98023333;15,08201667;4
604;2704029;KAMATINGUE DABAYE;-7,96108333;15,08311667;4
604;2704030;KARAKOULOU PEULH;-7,81578000;15,14041000;4
604;2704031;KAWASSI;-7,82785000;15,15910000;4
604;2704033;KOLAL;-7,97603333;15,25268333;4
604;2704034;KOUSSI;-7,90081667;15,23651667;4
604;2704035;MAKANA;-7,59245000;15,04998333;4
604;2704036;MAMARIBOUGOU DOROYR;-7,72690000;14,94121667;4
604;2704037;MAMARIBOUGOU FEROBE;-7,75868333;14,94458333;4
604;2704038;MAMARIBOUGOU TEROBES;-7,73258333;14,95645000;4
604;2704040;MOULKARAT MAURE;-7,75176667;15,30121667;4
604;2704041;MOUNALE HAMDALLAYE;-8,02576667;15,26336667;4
604;2704042;MOUNALE SARAYERO;-8,01310000;15,28095000;4
604;2704043;N'DJIEBOUGOU;-7,63968333;14,96111667;4
604;2704044;NEMA PEULH;-7,56068333;15,01365000;4
604;2704045;NGALABOUGOU;-7,87186667;14,87771667;4
604;2704046;NIAMABOUGOU;-7,94558333;15,00390000;4
604;2704047;NTOMIKORO;-7,59630000;14,84661667;4
604;2704048;OUROMODI;-7,81895000;15,13956667;4
604;2704049;PALOL;-7,98276667;15,00783333;4
604;2704050;SAFINTARA;-7,92673333;14,86553333;4
604;2704051;SAMBE;-7,98228333;15,11588333;4
604;2704052;SAME;-8,03368333;15,03410000;4
604;2704053;SIRAMANI PEULH;-8,04763333;15,21721667;4
604;2704054;SOULEYMANE;-7,52333333;15,17295000;4
604;2704055;TACOUTALA;-7,95668333;14,90136667;4
604;2704056;TAMABOUGOU;-7,84063333;14,91181667;4
604;2704057;TAMBACOURA;-7,74640000;15,18651667;4
604;2704058;TANGANAGA TOUGOUNE;-7,88066000;15,37236000;4
604;2704059;TANGANAGABA;-7,82671667;15,05745000;4
604;2704060;TIAPATO;-7,78778333;15,17198333;4
604;2704061;TINTANE;-8,19105000;15,46383000;4
604;2704063;WESSEBOUGOU PEUPH;-8,10710000;14,75138333;4
605;2705001;BALLE;-8,58758333;15,33766667;5
605;2705002;BAGUE;-8,76163333;15,37756667;5
605;2705003;BARADIA;-8,81821667;15,31986667;5
605;2705004;BARSAFE;-8,56860000;15,30228333;5
605;2705005;BASSAKA;-8,62081667;15,26316667;5
605;2705006;BINEOU NIAKATE;-8,90108333;15,40088333;5
605;2705007;BIROU NIAKATE;-8,06851667;15,46666667;5
605;2705008;BOFONDE;-8,47348333;15,14005000;5
605;2705009;BOUARE TOUGOUME;-8,69038333;15,44353333;5
605;2705010;BOURGUEIB;-8,64503000;15,32355000;5
605;2705011;DIGUIGNAN;-8,52161667;15,27136667;5
605;2705012;DINA;-8,59573333;15,24003333;5
605;2705013;DIOKA;-8,43181667;15,31895000;5
605;2705014;GASSAMBAROU;-8,28368333;15,37466667;5
605;2705015;HAMDALLAYE;-8,58425000;15,43450000;5
605;2705016;KARANGUIMBE;-8,30253333;15,30110000;5
605;2705017;KASSAKARE;-8,23040000;15,39591667;5
605;2705018;KOROKOSSIE;-7,07463000;15,24459000;5
605;2705019;M'BEDIATT;-8,80628333;15,45215000;5
605;2705020;MANTIONGA;-8,12478333;15,46706667;5
605;2705021;MISSIRA SAMOURA;-8,86886667;15,48400000;5
605;2705022;MOUNTA;-8,50246667;15,34213333;5
605;2705023;MOUSSANZORA;-8,73600000;15,29323333;5
605;2705024;OUAINKA;-8,61801667;15,30485000;5
605;2705025;PALALY;-8,36425000;15,32033333;5
605;2705026;SAMI;-8,85543333;15,46941667;5
605;2705027;SAMPAKA;-8,27428333;15,19283333;5
605;2705028;TAKAYE;-8,82133333;15,34023333;5
606;2706001;FALLOU;-7,93261667;14,59880000;6
606;2706002;BORODIO;-8,00845000;14,62930000;6
606;2706003;BOUABOUGOU;-8,14198333;14,37943333;6
606;2706004;DIALAKORO;-8,46441667;14,68871667;6
606;2706005;DIANKABOUGOU;-7,81313333;14,35863333;6
606;2706006;DIEFALA;-8,17535000;14,39505000;6
606;2706007;DIGAN;-8,27701667;14,73323333;6
606;2706008;DJEMENE;-7,90565000;14,32526667;6
606;2706009;DJIGUE;-7,94341667;14,41970000;6
606;2706010;DOUBALA;-8,37915000;14,77015000;6
606;2706011;GUELEDO;-8,05673333;14,45206667;6
606;2706012;KALBANA;-8,09803333;12,34963333;6
606;2706013;KAMALENDOUGOU;-8,03846667;14,49950000;6
606;2706014;KARFABOUGOU;-8,04650000;14,54081667;6
606;2706015;KITIOLA;-7,90580000;14,31335000;6
606;2706016;KOLOMINA;-8,02310000;14,47666667;6
606;2706017;KOLONKOROBA;-7,90285000;14,47315000;6
606;2706018;KORON;-7,98576667;14,62550000;6
606;2706019;MADINA SOUCKO;-7,89238333;14,37411667;6
606;2706020;MARENA DIARRISO;-7,85455000;14,36503333;6
606;2706021;MARENA DOUCOURE;-8,04596667;14,36568333;6
