id;id_village;nom_village;long;alt;lat;id_com_id
325;1;DIABOUGOU;-10.7984;O;13.80578333;1
326;1;DIBATOUMANIA;-10.82893333;O;14.06393333;1
327;1;DIPARY;-11.008;O;13.83081667;1
328;1;DOUNAN;-10.78446667;O;13.793;1
329;1;DRAMETOU;-10.75276667;O;13.83878333;1
330;1;FARAKO;-10.79936667;O;14.06568333;1
331;1;GANGANTAN;-10.7407;O;13.98501667;1
332;1;GANGANTERY;-10.92768333;O;14.05975;1
333;1;KARAGA;-10.8036;O;14.08611667;1
334;1;KARAMOKOBOUGOU;-10.91553333;O;13.81888333;1
335;1;KHASSO DEMBA;-10.74598333;O;13.78945;1
336;1;KOLINGUEMOU;-10.86775;O;14.00928333;1
337;1;LAKAFIA;-10.74078333;O;13.853;1
338;1;MADIBAYA;-10.75178333;O;13.95533333;1
339;1;NAMBALAYA;-10.82865;O;13.84996667;1
340;1;OUASSALA;-10.7705;O;13.78258333;1
341;1;SEGALA;-10.7983;O;13.97368333;1
342;1;SEKOTO;-10.65645;O;13.8925;1
343;1;SELINKEGNY;-10.78351667;O;14.09113333;1
344;1;SORIYA;-10.7506;O;13.97031667;1
345;1;TALARY;-10.96663333;O;13.779;1
346;1;TINTILA;-10.82603333;O;13.81735;1
347;1;BAMAFELE;-10.5079;O;13.26803333;1
348;1;BADEKA;-10.50553333;O;13.13651667;1
349;1;BADIOKE;-10.53641667;O;13.28165;1
350;1;BANGASSI;-10.49551667;O;13.25375;1
351;1;BARLAKOUROU;-10.5391;O;13.26705;1
352;1;DIALAKOTO;-10.45301667;O;13.19141667;1
353;1;GANFAN (AMONT);-10.62004; ;13.34806;1
354;1;GOUMBALAN;-10.50773333;O;13.23558333;1
355;1;KAMBOU (AMONT);-10.27326667;O;13.06625;1
356;1;KENIEBA BAFING;-10.56958333;O;13.30113333;1
357;1;KENIEBA COUTA;-10.65175;O;13.36721667;1
358;1;KEROUANE;-10.24078333;O;13.1073;1
359;1;KONDONIA;-10.51388333;O;13.24468333;1
360;1;KOUROUCOUNDI;-10.50773333;O;13.23558333;1
361;1;MADINADING (AMONT);-10.2683;O;13.06853333;1
362;1;MANANTALI;-10.46266667;O;13.20865;1
363;1;MARENA;-10.52191667;O;13.2257;1
364;1;NANTELA;-10.46035;O;13.19881667;1
365;1;SOUCOUTALING;-10.6215;O;13.30063333;1
366;1;TINTILA;-10.49498333;O;13.225;1
367;1;TONDIDJI;-10.2748;O;13.07076667;1
368;1;DIAKON;-10.2496;O;14.47338333;1
369;1;BENDOUGOU;-10.25198333;O;14.4727;1
370;1;DJEDIGUI KASSE;-10.29613333;O;14.47826667;1
371;1;DOUALE;-10.32493333;O;14.46173333;1
372;1;GUINDINTA;-10.32105;O;14.45441667;1
373;1;KABIDA;-10.14515;O;14.4996;1
374;1;KANDIA;-10.27645;O;14.43731667;1
375;1;KEMBE;-10.46403333;O;14.49958333;1
376;1;KEMBELE;-10.2157;O;14.42293333;1
377;1;KOUROUNIDIFING;-10.54845;O;14.49741667;1
378;1;KOURY;-10.25451667;O;14.40655;1
379;1;LOUMBAMA;-10.2314;O;14.38628333;1
380;1;MADINA;-10.29678333;O;14.41961667;1
381;1;SANGAFE;-10.37285;O;14.58761667;1
382;1;SIBINDY;-10.34305;O;14.60013333;1
